id,New-Identifiers-words-AVG,New-Identifiers-words-MIN,New-Abstractness-words-AVG,New-Abstractness-words-MAX,New-Abstractness-words-MIN,New-Commented-words-AVG,New-Commented-words-MAX,New-Synonym-commented-words-AVG,New-Synonym-commented-words-MAX,New-Comments-readability,New-Number-of-senses-AVG,New-Number-of-senses-MAX,New-Semantic-Text-Coherence-Standard-@-0.1,New-Semantic-Text-Coherence-Normalized-@-0.3,New-Text-Coherence-AVG,New-Text-Coherence-MIN,New-Text-Coherence-MAX,BW-Avg-Assignment,BW-Avg-blank-lines,BW-Avg-commas,BW-Avg-comments,BW-Avg-comparisons,BW-Avg-Identifiers-Length,BW-Avg-conditionals,BW-Avg-indentation-length,BW-Avg-keywords,BW-Avg-line-length,BW-Avg-loops,BW-Avg-number-of-identifiers,BW-Avg-numbers,BW-Avg-operators,BW-Avg-parenthesis,BW-Avg-periods,BW-Avg-spaces,BW-Max-Identifiers-Length,BW-Max-indentation,BW-Max-keywords,BW-Max-line-length,BW-Max-number-of-identifiers,BW-Max-numbers,BW-Max-char,BW-Max-words,Posnett-entropy,Posnett-volume,Posnett-lines,Dorn-DFT-Assignments,Dorn-DFT-Commas,Dorn-DFT-Comments,Dorn-DFT-Comparisons,Dorn-DFT-Conditionals,Dorn-DFT-Indentations,Dorn-DFT-Keywords,Dorn-DFT-LineLengths,Dorn-DFT-Loops,Dorn-DFT-Identifiers,Dorn-DFT-Numbers,Dorn-DFT-Operators,Dorn-DFT-Parenthesis,Dorn-DFT-Periods,Dorn-DFT-Spaces,Dorn-Visual-X-Comments,Dorn-Visual-Y-Comments,Dorn-Visual-X-Identifiers,Dorn-Visual-Y-Identifiers,Dorn-Visual-X-Keywords,Dorn-Visual-Y-Keywords,Dorn-Visual-X-Numbers,Dorn-Visual-Y-Numbers,Dorn-Visual-X-Strings,Dorn-Visual-Y-Strings,Dorn-Visual-X-Literals,Dorn-Visual-Y-Literals,Dorn-Visual-X-Operators,Dorn-Visual-Y-Operators,Dorn-Areas-Comments,Dorn-Areas-Identifiers,Dorn-Areas-Keywords,Dorn-Areas-Numbers,Dorn-Areas-Strings,Dorn-Areas-Literals,Dorn-Areas-Operators,Dorn-Areas-Identifiers/Comments,Dorn-Areas-Keywords/Comments,Dorn-Areas-Numbers/Comments,Dorn-Areas-Strings/Comments,Dorn-Areas-Literals/Comments,Dorn-Areas-Operators/Comments,Dorn-Areas-Keywords/Identifiers,Dorn-Areas-Numbers/Identifiers,Dorn-Areas-Strings/Identifiers,Dorn-Areas-Literals/Identifiers,Dorn-Areas-Operators/Identifiers,Dorn-Areas-Numbers/Keywords,Dorn-Areas-Strings/Keywords,Dorn-Areas-Literals/Keywords,Dorn-Areas-Operators/Keywords,Dorn-Areas-Strings/Numbers,Dorn-Areas-Literals/Numbers,Dorn-Areas-Operators/Numbers,Dorn-Areas-Literals/Strings,Dorn-Areas-Operators/Strings,Dorn-Areas-Operators/Literals,Dorn-align-blocks,Dorn-align-extent,Readable
34,0.822485,0,3.937931,10,0,0.130178,1,3.744681,14,100,6.668639,37,28,0.8,0.488195,0.131306,0.986013,0.3,0.02381,0.025,0.071429,0.3,8.669725,0.102564,1.435897,0.487179,35.615385,0.025641,2.74359,0.205128,0.225,0.925,0.615385,4.333333,24,8,2,115,7,3,184,12,4.894385,1795.879924,42,40,40,42,40,40,40,40,42,40,40,40,40,39,40,40,119,40.658333,119,40.841667,118.928571,40.858333,118.97619,40.833333,119,40.541667,0,0,118.785714,40.75,0.057989,0.584207,0.048735,0.004935,0.003701,0,0.111043,10.074468,0.840426,0.085106,0.06383,0,1.914894,0.083421,0.008448,0.006336,0,0.190074,0.101266,0.075949,0,2.278481,0.75,0,22.5,0,30,?,96,100,0
35,0.767677,0,4.973684,10,0,0.161616,2,4.571429,9,34.59,4.818182,37,11,0.916667,0,1,0,0.133333,0.125,0.6,0.071429,0,6.666667,0,0,0.461538,61.153846,0,6.461538,1.615385,0,1,3.384615,2.384615,27,0,3,111,17,21,73,8,4.989423,652.470408,16,15,15,15,1,1,1,15,16,1,15,15,1,13,15,15,0,0,93.9375,14.894737,94,14.863158,0,0,94,14.884211,0,0,93.8125,14.863158,0,0.293427,0.034038,0,0.53169,0,0.076291,?,?,?,?,?,?,0.116,0,1.812,0,0.26,0,15.62069,0,2.241379,?,?,?,0,0.143488,?,113,271,1
36,1,1,4,10,0,0,0,4.5375,13,0,10.569444,37,8,0.875,0.402369,0.353553,0.5,0.166667,0.083333,0,0.083333,0.666667,6.698113,0.181818,0,0.727273,51.636364,0,5,0,0,2.416667,1.272727,5.545455,16,0,2,192,19,0,61,8,4.659497,810,12,12,1,12,12,12,10,12,12,1,12,1,1,12,12,12,0,0,195,10.760204,195,10.744898,0,0,0,0,0,0,194.833333,10.770408,0,0.600677,0.06599,0,0,0,0.191201,?,?,?,?,?,?,0.109859,0,0,0,0.31831,0,0,0,2.897436,?,?,?,?,?,?,14,14,0
37,0.8,0,4.888889,9,0,0,0,2.612245,8,0,9.835294,37,14,1,0.641192,0.385337,0.879049,0.190476,0,0,0.045455,0.095238,6.846154,0.047619,14.857143,0.619048,41.666667,0.047619,2.571429,0,0.142857,0.952381,0.47619,18.095238,16,28,3,136,13,0,380,12,3.833839,673.874559,21,21,1,1,21,21,21,21,20,21,21,1,21,21,21,20,0,0,136,19.810219,135.952381,19.70073,0,0,135.952381,19.875912,0,0,136,19.810219,0,0.326857,0.057143,0,0.121143,0,0.083429,?,?,?,?,?,?,0.174825,0,0.370629,0,0.255245,0,2.12,0,1.46,?,?,?,0,0.688679,?,8,8,1
38,0.989247,0,4.423913,10,0,0.301075,2,1.754717,14,100,9.311828,36,12,0.416667,0,1,0,0,0,0.666667,0.318182,0,11.553191,0,6.4,0.866667,53,0,3.066667,0,0.066667,0.866667,1.4,7.466667,23,8,3,77,4,0,160,14,4.416133,623.175106,21,1,15,21,1,1,1,13,21,1,1,1,15,12,15,1,76.952381,19.961538,76.952381,19.987179,77,19.935897,0,0,0,0,0,0,76.666667,19.858974,0.168264,0.578275,0.060703,0,0,0,0.072417,3.436709,0.360759,0,0,0,0.43038,0.104972,0,0,0,0.12523,0,0,0,1.192982,?,?,?,?,?,?,63,263,1
39,0.666667,0,1.8,8,0,0.533333,3,1.62963,5,100,6.266667,15,7,0.777778,0.638889,0.5,1,0,0,0,0.333333,0.071429,4.642857,0.214286,7.428571,0.857143,20.928571,0,1,0,0.071429,0.714286,0.071429,8.714286,9,12,2,43,3,0,172,4,4.064586,244.272346,20,1,1,20,14,14,1,14,13,1,13,1,14,14,14,1,68.9,19,69,18.942857,68.95,18.757143,0,0,0,0,0,0,68.9,18.8,0.388646,0.141921,0.135371,0,0,0,0.065502,0.365169,0.348315,0,0,0,0.168539,0.953846,0,0,0,0.461538,0,0,0,0.483871,?,?,?,?,?,?,4,8,1
40,0.625,0,3.909091,8,0,0.175,2,2.066667,8,100,8.7875,37,17,0.652174,0.631083,0.272166,1,0.235294,0,0.058824,0.170732,0.147059,5.067797,0.205882,11.058824,0.735294,29.588235,0.058824,1.735294,0.235294,0.147059,0.970588,0.176471,13.117647,15,24,2,61,6,2,495,10,3.967115,1054.435794,40,34,34,40,34,33,34,33,40,34,34,34,34,34,34,34,63.375,39,64.925,38.818182,64.875,38.878788,64.55,38.090909,0,0,0,0,64.8,38.833333,0.153177,0.265448,0.091384,0.001741,0,0,0.099217,1.732955,0.596591,0.011364,0,0,0.647727,0.344262,0.006557,0,0,0.37377,0.019048,0,0,1.085714,0,0,57,?,?,?,31,35,1
41,0.846939,0,4.349398,8,0,1.214286,5,5.211864,13,100,9.367347,38,23,0.958333,0.461671,0.117851,0.816497,0.545455,0,0.181818,0.214286,0.181818,6.759494,0.121212,12.606061,0.606061,38.575758,0.060606,2.242424,0.121212,0.212121,0.666667,0.333333,15.272727,22,44,2,72,6,2,596,16,4.214073,1156.732388,42,33,33,42,33,33,33,33,42,33,33,33,33,33,33,33,79.833333,41,79.904762,40.888889,79.97619,40.888889,79.904762,40.938272,80,36.950617,0,0,79.738095,40.876543,0.244674,0.320755,0.050517,0.004869,0.005478,0,0.066342,1.310945,0.206468,0.0199,0.022388,0,0.271144,0.157495,0.01518,0.017078,0,0.206831,0.096386,0.108434,0,1.313253,1.125,0,13.625,0,12.111111,?,99,109,1
42,0.6875,0,2.227273,4,0,1,6,5.377358,19,100,7.03125,15,11,0.6875,0.767181,0.46291,1,0.166667,0,0,0.314286,0.166667,4.59375,0.25,8.166667,0.875,23.5,0,1.333333,0,0.041667,0.708333,0.375,9.708333,8,12,2,42,4,0,345,8,4.106531,539.23589,34,24,1,34,24,18,1,22,23,1,22,1,24,22,24,1,70.205882,33,77,32.846154,76.941176,32.974359,0,0,0,0,0,0,76.941176,32.871795,0.431723,0.154412,0.101891,0,0,0,0.066176,0.357664,0.23601,0,0,0,0.153285,0.659864,0,0,0,0.428571,0,0,0,0.649485,?,?,?,?,?,?,7,15,1
43,1,1,3.923077,9,0,0,0,6.274194,15,0,5.680473,37,14,0.347826,0.780588,0.632456,1,0.088235,0,0.176471,0.028571,0.205882,13.705882,0.264706,12.352941,0.5,48.794118,0,2.264706,0,0,1.264706,0.411765,14.205882,26,28,2,81,5,0,483,37,4.331557,1088.792857,34,34,30,1,34,32,1,32,31,1,31,1,1,31,34,1,0,0,80.911765,32.54878,80.970588,32.012195,0,0,0,0,0,0,80.764706,32.426829,0,0.566565,0.049848,0,0,0,0.077812,?,?,?,?,?,?,0.087983,0,0,0,0.137339,0,0,0,1.560976,?,?,?,?,?,?,40,42,0
44,0.716981,0,6.142857,12,0,0.735849,3,5.777778,22,100,5.471698,37,13,1,0.68561,0.522233,0.886405,0.208333,0,0.041667,0.351351,0.041667,5.8125,0.083333,10.333333,0.416667,29.625,0.083333,1.958333,0.041667,0.125,0.875,0.416667,11.916667,15,40,2,89,6,1,439,12,4.099713,706.393582,39,24,24,39,24,23,24,23,38,24,24,24,23,24,24,24,74.076923,38,78,37.835443,78,37.746835,78,38,0,0,0,0,77.923077,37.772152,0.456196,0.220205,0.036306,0.000789,0,0,0.059195,0.482699,0.079585,0.00173,0,0,0.129758,0.164875,0.003584,0,0,0.268817,0.021739,0,0,1.630435,0,0,75,?,?,?,16,26,1
45,0.981481,0,6.518868,9,0,0.25,1,10.112903,30,100,5.435185,37,15,0.333333,0.935414,1,0.935414,0.055556,0,0,0.142857,0.055556,9.555556,0.055556,9.777778,0.888889,53.722222,0,3.444444,0,0.055556,1.5,1.222222,11.055556,17,12,2,79,5,0,216,14,4.732877,837.259176,20,18,1,20,18,18,1,1,20,1,18,1,18,18,18,1,79,18.8375,78.9,19,78.95,18.9625,0,0,0,0,0,0,78.75,18.975,0.049049,0.602603,0.056056,0,0,0,0.092092,12.285714,1.142857,0,0,0,1.877551,0.093023,0,0,0,0.152824,0,0,0,1.642857,?,?,?,?,?,?,71,526,1
46,0.733945,0,4.41573,10,0,0.036697,1,2.495868,8,36.62,6.981651,37,18,0.833333,0.45131,0.176777,0.802773,0.464286,0,0,0.034483,0.071429,6.393939,0.071429,7.892857,0.428571,32.035714,0.071429,2.321429,0.142857,0.071429,0.928571,0.464286,10.035714,24,20,2,85,8,1,281,13,4.392551,1107.480514,29,28,1,29,28,28,28,27,1,28,28,28,28,28,28,28,65,28,64.931034,27.833333,64.965517,27.848485,64.793103,27.80303,65,28,0,0,64.965517,27.818182,0.012486,0.464245,0.056754,0.00227,0.019296,0,0.124858,37.181818,4.545455,0.181818,1.545455,0,10,0.122249,0.00489,0.041565,0,0.268949,0.04,0.34,0,2.2,8.5,0,55,0,6.470588,?,27,27,0
47,0.824324,0,4.333333,8,0,0.148649,2,2.04878,9,32.56,9.824324,37,16,0.882353,0.678647,0.52915,0.894427,0.047619,0,0.285714,0.045455,0.047619,9.095238,0.142857,16.190476,0.380952,42.761905,0,2.142857,0,0,1.095238,0.52381,17.809524,22,32,2,77,6,0,378,9,3.942759,658.978897,23,21,20,23,21,21,21,20,1,1,21,1,1,21,21,21,77,21.884615,77,21.551282,76.956522,21.769231,0,0,76.913043,21.615385,0,0,76.826087,21.641026,0.046002,0.396495,0.041621,0,0.028478,0,0.084337,8.619048,0.904762,0,0.619048,0,1.833333,0.104972,0,0.071823,0,0.212707,0,0.684211,0,2.026316,?,?,?,0,2.961538,?,13,13,1
48,0.901235,0,5.025641,9,0,0.098765,2,2.557895,14,100,11.481481,37,18,0.818182,0.515291,0.136083,0.971825,0.470588,0,0.029412,0.081081,0.117647,6.084746,0.117647,16.352941,0.411765,34.588235,0.029412,1.794118,0,0.117647,0.764706,0.147059,18.411765,14,28,2,62,5,0,643,11,3.426796,922.061749,36,34,34,36,34,34,34,34,36,34,31,1,34,33,33,34,62,34.587302,61.944444,34.793651,61.861111,34.793651,0,0,62,34.793651,0,0,61.888889,34.730159,0.049085,0.294509,0.043261,0,0.012479,0,0.079867,6,0.881356,0,0.254237,0,1.627119,0.146893,0,0.042373,0,0.271186,0,0.288462,0,1.846154,?,?,?,0,6.4,?,17,19,1
49,0.827957,0,4.8875,10,0,0.010753,1,1.280374,5,0,6.731183,45,19,1,0.366892,0.107211,0.774597,0.12,0,0.28,0.038462,0.08,8.315789,0.12,11.68,0.56,39.52,0,2.28,0.04,0.12,0.84,0.6,13.32,23,28,2,79,6,1,333,8,4.40841,855.265225,25,25,25,1,25,23,24,25,25,1,25,25,25,24,25,1,0,0,79,23.875,78.8,23.9125,0,0,79,23.5625,0,0,78.96,23.85,0,0.432712,0.065217,0,0.068323,0,0.085921,?,?,?,?,?,?,0.150718,0,0.157895,0,0.198565,0,1.047619,0,1.31746,?,?,?,0,1.257576,?,18,18,0
50,0.8,0,4.83908,10,0,0.063158,1,2.439252,11,34.59,7.736842,37,21,1,0.544161,0.141421,1,0.333333,0,0,0.032258,0.133333,7.981818,0.133333,18.8,0.4,41.333333,0.066667,1.833333,0.133333,0.133333,0.933333,0.166667,20.733333,33,36,2,77,6,1,623,10,3.577451,932.688738,31,30,1,31,30,27,30,30,1,30,30,29,30,30,30,30,77,30,77,29.807692,77,29.692308,76.870968,29.846154,0,0,0,0,76.967742,29.666667,0.02809,0.352327,0.033708,0.00321,0,0,0.082665,12.542857,1.2,0.114286,0,0,2.942857,0.095672,0.009112,0,0,0.234624,0.095238,0,0,2.452381,0,0,25.75,?,?,?,23,24,0
51,0.871287,0,4.55102,10,0,0.762376,4,3.654545,13,56.26,13.267327,51,13,0.625,0.704214,0.544331,0.942809,0.190476,0,0.095238,0.222222,0.190476,8.2,0.095238,18.857143,0.428571,52.380952,0.047619,3.238095,0.047619,0.142857,1.380952,0.952381,20.571429,18,48,3,104,6,1,527,14,4.120567,988.157123,31,21,21,31,21,21,21,21,31,21,21,21,21,21,21,21,80.967742,29.926829,80.967742,29.682927,80.967742,29.54878,81,30,81,29.634146,0,0,80.774194,29.707317,0.258242,0.337912,0.023352,0.000687,0.001374,0,0.081044,1.308511,0.090426,0.00266,0.005319,0,0.31383,0.069106,0.002033,0.004065,0,0.239837,0.029412,0.058824,0,3.470588,2,0,118,0,59,?,26,29,0
52,0.9,0,4.40625,10,0,0.157143,1,2.113924,6,100,7.414286,37,6,1,0.790985,0.707107,0.942809,0,0,0.5,0.090909,1.4,11.735294,0,12.4,0.9,65.4,0.3,3.4,0,0,1.5,0.1,15.5,23,36,4,193,13,0,174,7,4.383744,515.735883,12,1,10,12,10,1,10,10,11,10,10,1,1,10,10,10,193,10.963918,193,10.695876,192.916667,10.623711,0,0,0,0,0,0,192.583333,10.762887,0.166879,0.50828,0.053503,0,0,0,0.073885,3.045802,0.320611,0,0,0,0.442748,0.105263,0,0,0,0.145363,0,0,0,1.380952,?,?,?,?,?,?,23,23,1
53,0.888889,0,4.76,8,0,0.666667,2,1.878788,6,100,5.703704,16,6,0.857143,0.632456,1,0.632456,0,0,0,0.285714,0,12.923077,0,8,0.6,31.4,0,1.5,0,0,0.8,0.2,9.1,45,16,3,82,3,0,122,5,4.177457,180.942478,13,1,1,13,1,1,10,10,12,1,10,1,1,10,10,10,97,11.979592,96.923077,11.704082,97,11.816327,0,0,0,0,0,0,97,11.765306,0.318083,0.366013,0.069717,0,0,0,0.04793,1.150685,0.219178,0,0,0,0.150685,0.190476,0,0,0,0.130952,0,0,0,0.6875,?,?,?,?,?,?,9,11,1
54,0.935185,0,4.897196,12,0,0.037037,1,5.446154,15,100,11.388889,52,20,0.952381,0.550069,0.301511,0.816497,0.36,0,0.04,0.038462,0.08,7.493506,0.16,11.36,0.88,46.84,0.04,3.24,0.04,0.08,1.36,0.52,14.48,22,24,3,91,9,1,372,14,4.012786,1202.554172,26,25,25,26,25,24,1,21,1,25,25,25,25,19,25,1,91,25,90.961538,24.619565,90.961538,24.717391,91,25,0,0,0,0,91,24.73913,0.03542,0.475288,0.095552,0.000824,0,0,0.094728,13.418605,2.697674,0.023256,0,0,2.674419,0.20104,0.001733,0,0,0.199307,0.008621,0,0,0.991379,0,0,115,?,?,?,58,69,1
55,0.969697,0,4.75,13,0,0.030303,1,0.405405,4,31.545,6.424242,37,9,1,0,1,0,0,0.071429,0.076923,0.076923,0,14.8,0,0,0.333333,22.333333,0,1.25,0,0,0.307692,0.083333,0.666667,27,0,2,101,6,0,32,5,4.717004,169.643613,14,1,13,14,1,1,13,13,11,1,12,1,1,13,13,13,101,13,101,12.921569,100.928571,12.872549,0,0,0,0,0,0,100.857143,12.745098,0.184492,0.593583,0.053476,0,0,0,0.048128,3.217391,0.289855,0,0,0,0.26087,0.09009,0,0,0,0.081081,0,0,0,0.9,?,?,?,?,?,?,8,8,1
56,0.717241,0,3.491071,10,0,0.993103,5,6.883117,22,63.365,6.924138,37,13,0.416667,0.794376,0.691564,1,0.448276,0.057143,0.482759,0.035714,0.068966,6.980198,0,0,0.333333,38.333333,0.074074,3.62963,0.62963,0.206897,1.448276,0.592593,4.333333,27,0,2,92,8,2,173,26,4.836946,1411.202392,35,28,29,34,28,1,1,29,27,28,28,27,28,28,29,28,118.971429,33.55,119,33.125,119,33.75,118.828571,33.775,0,0,0,0,119,33.25,0.226283,0.504568,0.021785,0.004919,0,0,0.113844,2.229814,0.096273,0.021739,0,0,0.503106,0.043175,0.009749,0,0,0.225627,0.225806,0,0,5.225806,0,0,23.142857,?,?,?,122,152,0
57,0.89313,0,4.632479,10,0,1.045802,6,3.758865,12,93.815,8.778626,45,12,0.6875,0,1,0,0.25,0.076923,0.55,0.217391,0,13.230769,0,0,0.555556,59.277778,0,3.555556,0.055556,0,1.4,1.333333,2.722222,52,0,2,101,6,2,184,13,4.940136,984.556698,26,20,20,26,1,1,13,18,21,1,18,20,1,18,20,1,103,24.951923,102.961538,24.75,103,24.692308,0,0,103,24.278846,0,0,102.923077,24.653846,0.252038,0.584239,0.028533,0,0.002717,0,0.075408,2.318059,0.113208,0,0.010782,0,0.299191,0.048837,0,0.004651,0,0.12907,0,0.095238,0,2.642857,?,?,?,0,27.75,?,84,115,0
58,0.61244,0,4.878788,10,0,0.105263,1,7.382609,38,0,5.732057,37,25,0.758621,0.578988,0.377964,0.968904,0.282051,0.179487,0.333333,0.030303,0.179487,6.114094,0.03125,0,0.65625,60,0.03125,4.28125,0.75,0.282051,1.179487,1.40625,7.15625,24,0,3,110,9,5,406,30,4.658078,2414.348027,39,39,39,39,39,39,1,39,36,39,39,39,37,35,39,39,0,0,112.948718,37.789474,112.948718,37.807018,113,37.885965,112.974359,37.894737,0,0,112.974359,37.710526,0,0.41563,0.040319,0.007466,0.310105,0,0.111,?,?,?,?,?,?,0.097006,0.017964,0.746108,0,0.267066,0.185185,7.691358,0,2.753086,41.533333,0,14.866667,0,0.357945,?,179,262,0
59,0.914634,0,2.88,8,0,0,0,5.10582,17,0,8.323171,21,2,0.166667,0,1,0,0,0,3,0.071429,0,9.653061,0,0,1.923077,107.461538,0,7.538462,0,0,3.538462,0.846154,11.538462,49,0,3,122,9,0,161,39,4.654555,1383.869145,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,121.923077,9.243902,122,4.910569,0,0,0,0,0,0,121.615385,9.520325,0,0.666197,0.088732,0,0,0,0.123239,?,?,?,?,?,?,0.133192,0,0,0,0.184989,0,0,0,1.388889,?,?,?,?,?,?,124,907,1
60,0.891892,0,4,10,0,0,0,4.461538,12,0,5.351351,15,8,1,0,1,0,0.5,0.25,0,0.1,0.5,4.702703,0.555556,6.666667,1.666667,45.444444,0,4.111111,0,0,0.916667,0.777778,11.777778,7,8,3,101,10,0,106,8,4.141027,495.514062,12,12,1,12,12,11,9,11,11,1,12,1,1,11,12,11,0,0,101,10.852941,100.916667,10.686275,0,0,0,0,0,0,100.833333,10.843137,0,0.425428,0.178484,0,0,0,0.136919,?,?,?,?,?,?,0.41954,0,0,0,0.321839,0,0,0,0.767123,?,?,?,?,?,?,9,12,1
61,0.798165,0,3.815534,12,0,0,0,5.201613,14,0,10.009174,45,16,0.625,0.653284,0.362738,1,0.2,0.125,0.1,0.027778,0.125,5.164835,0.2,14.628571,0.428571,35.714286,0,2.714286,0,0,1.075,0.771429,16.457143,21,24,2,79,9,0,576,12,3.658747,1313.842104,40,40,39,40,40,40,40,40,38,1,38,1,1,38,38,38,0,0,79,38.5375,78.925,38.7875,0,0,79,38.375,0,0,78.925,38.625,0,0.3264,0.04,0,0.0672,0,0.1136,?,?,?,?,?,?,0.122549,0,0.205882,0,0.348039,0,1.68,0,2.84,?,?,?,0,1.690476,?,24,27,1
62,0.913043,0,3.68254,7,0,0.637681,2,3.089744,8,66.41,12.347826,45,8,0.875,0.475573,0.121268,0.879049,0.307692,0,0.230769,0.315789,0.153846,7.65,0,0,0.692308,34.769231,0.153846,3.076923,0,0,1.461538,0.846154,2.615385,18,0,3,130,12,0,88,8,4.886586,610.371688,21,13,13,21,13,1,13,13,21,13,13,1,1,13,13,13,132.952381,19.947761,133,19.88806,133,19.858209,0,0,0,0,0,0,132.666667,19.910448,0.420739,0.36472,0.042908,0,0,0,0.089392,0.866856,0.101983,0,0,0,0.212465,0.117647,0,0,0,0.245098,0,0,0,2.083333,?,?,?,?,?,?,138,148,0
63,0.945946,0,4.428571,9,0,0,0,3.905882,18,0,7.918919,37,12,0.846154,0,1,0,0.571429,0,0.5,0.066667,0,10.230769,0,0,0.785714,40.142857,0,3.571429,0,0,1.642857,1.928571,0.357143,19,0,2,64,5,0,54,10,4.764358,625,14,14,14,1,1,1,1,12,14,1,14,1,1,1,14,14,0,0,68,12.202899,68,12.666667,0,0,68,12.884058,68,12.623188,67.571429,12.637681,0,0.43514,0.077176,0,0.275862,0.004926,0.121511,?,?,?,?,?,?,0.177358,0,0.633962,0.011321,0.279245,0,3.574468,0.06383,1.574468,?,?,?,0.017857,0.440476,24.666667,69,202,1
64,0.914286,0,3.96875,9,0,0.042857,1,2.8375,14,100,8.814286,37,12,1,0.650444,1,0.650444,0.571429,0,0.357143,0.066667,0.071429,8.921053,0.071429,0,0.714286,35.357143,0,3.142857,0,0,1.642857,1.5,0.857143,26,0,1,75,5,0,49,10,4.942152,620.670467,15,14,14,15,14,14,14,10,15,1,14,1,1,14,14,14,78,14,77.866667,13.78481,77.933333,13.708861,0,0,78,13.949367,78,14,77.866667,13.886076,0.105,0.396667,0.068333,0,0.211667,0.005,0.123333,3.777778,0.650794,0,2.015873,0.047619,1.174603,0.172269,0,0.533613,0.012605,0.310924,0,3.097561,0.073171,1.804878,?,?,?,0.023622,0.582677,24.666667,29,49,1
65,0.875,0,4.857143,11,0,0.083333,1,1,4,100,7.208333,37,4,1,0.866025,1,0.866025,0.125,0.2,0.125,0.142857,0.125,10.571429,0.166667,0,0.5,32.166667,0,2.333333,0,0,0.875,0.333333,1.666667,31,0,1,85,7,0,28,2,4.808392,162.515745,10,8,8,10,8,8,8,8,10,1,8,1,1,8,8,8,85,8.848837,84.2,8.895349,84.8,8.732558,0,0,0,0,0,0,84.9,8.825581,0.245487,0.534296,0.050542,0,0,0,0.075812,2.176471,0.205882,0,0,0,0.308824,0.094595,0,0,0,0.141892,0,0,0,1.5,?,?,?,?,?,?,4,4,1
66,0.963964,0,4.242991,9,0,1.576577,6,3.12605,8,100,10.288288,45,16,0.9375,0.668025,0.492366,0.797724,0.142857,0.135135,0.071429,0.178571,0.107143,12.62069,0.043478,0,0.347826,39.347826,0.043478,2.521739,0,0,0.928571,0.826087,1.782609,21,0,3,138,9,0,194,12,4.715864,889.268596,37,28,27,37,28,28,28,27,37,28,28,1,1,28,28,28,140,35.907801,140,35.886525,140,35.851064,0,0,140,35.489362,0,0,139.918919,35.808511,0.348055,0.476599,0.023731,0,0.00791,0,0.061305,1.369318,0.068182,0,0.022727,0,0.176136,0.049793,0,0.016598,0,0.128631,0,0.333333,0,2.583333,?,?,?,0,7.75,?,61,69,0
67,0.888889,0,5.875,9,0,1.296296,3,2.83871,9,95.845,10.962963,37,7,0.857143,0,1,0,0,0,0,0.411765,0,12.5,0,0,0.4,25.5,0,1.5,0,0,0.8,0.5,0.7,32,0,2,96,4,0,53,5,4.472459,194.486764,16,1,1,16,1,1,10,10,14,1,10,1,1,10,10,10,98,14.969697,97.9375,14.939394,98,14.424242,0,0,0,0,0,0,97.8125,14.909091,0.390295,0.421941,0.044304,0,0,0,0.054852,1.081081,0.113514,0,0,0,0.140541,0.105,0,0,0,0.13,0,0,0,1.238095,?,?,?,?,?,?,24,83,1
68,0.553425,0,3.650206,10,0,0.778082,3,11.327177,33,100,6.10411,45,29,0.6,0.46291,1,0.46291,0.341463,0.095238,0.073171,0.026316,0.121951,4.923077,0.027027,0,0.378378,58.459459,0,7.945946,0.324324,0.02439,2.073171,2.243243,6,27,0,6,228,19,2,237,28,4.961459,2665.407601,42,41,41,41,41,41,1,41,42,1,41,41,41,41,41,41,270,40.926199,270,40.819188,269.928571,40.856089,269.238095,40.468635,270,40.900369,0,0,269.97619,40.826568,0.051336,0.338142,0.033517,0.000849,0.384387,0,0.118371,6.586777,0.652893,0.016529,7.487603,0,2.305785,0.099122,0.002509,1.136763,0,0.350063,0.025316,11.468354,0,3.531646,453,0,139.5,0,0.307947,?,226,396,0
69,0.692308,0,3.368421,14,0,0.013986,1,2.371795,12,0,8.090909,45,24,0.958333,0.385584,0.149071,0.57735,0.241379,0,0.172414,0.033333,0,6.196262,0.068966,0,0.448276,33.137931,0,3.724138,0.137931,0.275862,1.241379,0.827586,3.137931,26,0,3,204,29,2,91,10,5.083018,1363.591676,29,29,29,1,1,29,29,29,27,1,29,29,29,28,29,28,0,0,203.965517,27.785366,204,27.829268,0,0,204,27.912195,0,0,203.793103,27.64878,0,0.515385,0.052885,0,0.167308,0,0.125962,?,?,?,?,?,?,0.102612,0,0.324627,0,0.244403,0,3.163636,0,2.381818,?,?,?,0,0.752874,?,32,38,0
70,0.92,0,3.98,10,0,0,0,1.265625,6,0,6.94,21,7,0.857143,0,1,0,0.454545,0.272727,0,0.111111,0.454545,6.121212,0.5,0,1.75,45.5,0,4.125,0,0,0.909091,0.75,5.25,11,0,3,107,10,0,42,7,4.660026,446.934252,11,11,1,11,11,10,8,10,11,1,11,1,1,10,11,11,0,0,109,9.854545,109,9.727273,0,0,0,0,0,0,108.909091,9.854545,0,0.535809,0.185676,0,0,0,0.132626,?,?,?,?,?,?,0.346535,0,0,0,0.247525,0,0,0,0.714286,?,?,?,?,?,?,10,10,0
